TIME,VDD_SYS_GPU_CURRENT,VDD_SYS_GPU_VOLTAGE,VDD_SYS_GPU_POWER,VDD_SYS_SOC_CURRENT,VDD_SYS_SOC_VOLTAGE,VDD_SYS_SOC_POWER,VDD_4VO_WIFI_CURRENT,VDD_4VO_WIFI_VOLTAGE,VDD_4VO_WIFI_POWER,VDD_IN_CURRENT,VDD_IN_VOLTAGE,VDD_IN_POWER,VDD_SYS_CPU_CURRENT,VDD_SYS_CPU_VOLTAGE,VDD_SYS_CPU_POWER,VDD_SYS_DDR_CURRENT,VDD_SYS_DDR_VOLTAGE,VDD_SYS_DDR_POWER,VDD_MUX_CURRENT,VDD_MUX_VOLTAGE,VDD_MUX_POWER,VDD_5VO_IO_SYS_CURRENT,VDD_5VO_IO_SYS_VOLTAGE,VDD_5VO_IO_SYS_POWER,VDD_3V3_SYS_CURRENT,VDD_3V3_SYS_VOLTAGE,VDD_3V3_SYS_POWER,VDD_3V3_IO_SLP_CURRENT,VDD_3V3_IO_SLP_VOLTAGE,VDD_3V3_IO_SLP_POWER,VDD_1V8_IO_CURRENT,VDD_1V8_IO_VOLTAGE,VDD_1V8_IO_POWER,VDD_3V3_SYSi_M2_CURRENT,VDD_3V3_SYSi_M2_VOLTAGE,VDD_3V3_SYSi_M2_POWER
30m 25s 47,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 25s 157,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 25s 266,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 25s 376,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 25s 486,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 25s 595,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 25s 705,8,19144,153,28,19136,535,4,4824,19,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 25s 814,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 25s 924,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 33,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 26s 143,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 26s 252,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 362,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 472,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 581,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 691,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 801,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 26s 910,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 27s 20,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 27s 130,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 27s 239,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 27s 349,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 27s 459,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 27s 568,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 27s 678,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 27s 788,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 27s 897,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 28s 7,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 28s 117,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 28s 227,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 28s 336,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 28s 446,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 28s 555,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 28s 665,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 28s 775,8,19144,153,28,19136,535,0,4824,0,146,19136,2793,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 28s 885,8,19144,153,28,19136,535,0,4824,0,150,19136,2870,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 28s 994,8,19144,153,28,19136,535,0,4824,0,152,19136,2908,28,19128,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 29s 104,8,19144,153,28,19136,535,0,4824,0,154,19136,2946,28,19128,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 29s 214,8,19144,153,28,19136,535,0,4824,0,158,19136,3023,28,19128,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 29s 323,8,19144,153,28,19136,535,0,4824,0,158,19128,3022,28,19128,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 29s 433,8,19144,153,28,19136,535,0,4824,0,154,19136,2946,28,19128,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 29s 543,8,19144,153,28,19136,535,0,4824,0,152,19136,2908,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 29s 653,8,19144,153,28,19136,535,0,4824,0,150,19136,2870,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 29s 762,8,19144,153,28,19136,535,0,4824,0,148,19136,2832,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 29s 872,8,19144,153,28,19136,535,0,4824,0,146,19136,2793,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 29s 982,8,19144,153,28,19136,535,0,4824,0,146,19136,2793,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 91,8,19144,153,28,19136,535,0,4824,0,144,19136,2755,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 201,8,19144,153,28,19136,535,0,4824,0,144,19136,2755,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 311,8,19144,153,28,19136,535,0,4824,0,144,19136,2755,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 420,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 530,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 640,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 30s 750,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 859,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 30s 969,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 31s 79,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 31s 189,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 31s 298,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 31s 408,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 31s 518,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 31s 627,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 31s 737,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 31s 847,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 31s 957,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 32s 66,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 32s 176,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 32s 286,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 32s 395,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 32s 506,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 32s 615,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,16,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 32s 725,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 32s 835,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 32s 945,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 33s 54,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 33s 164,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 33s 274,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 33s 384,8,19144,153,28,19136,535,4,4824,19,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 33s 494,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 33s 603,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 33s 713,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 33s 823,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 33s 932,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 34s 42,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 34s 152,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 34s 262,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 34s 372,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 34s 481,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 34s 591,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 34s 701,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 34s 810,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 34s 920,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 35s 30,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 35s 140,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 35s 249,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 35s 359,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 35s 469,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 35s 579,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 35s 688,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 35s 798,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 35s 908,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 36s 18,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 36s 128,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,16,4992,79,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 36s 237,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 36s 347,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 36s 457,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,12,19144,229,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 36s 567,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 36s 676,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 36s 786,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 36s 896,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 6,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 115,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 225,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 335,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 37s 444,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 554,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 37s 664,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 774,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 884,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 993,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 38s 103,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 213,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 322,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 432,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 38s 542,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 651,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 38s 761,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 871,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 981,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 90,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 200,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 310,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 420,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 529,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 639,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 749,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 858,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 968,8,19144,153,28,19136,535,0,4824,0,140,19136,2679,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 78,8,19144,153,28,19136,535,0,4824,0,140,19136,2679,28,19136,535,88,4824,424,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 189,8,19144,153,28,19136,535,0,4824,0,140,19136,2679,24,19136,459,88,4824,424,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 305,8,19144,153,28,19136,535,0,4824,0,136,19136,2602,24,19136,459,88,4824,424,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 420,8,19144,153,24,19136,459,0,4824,0,128,19136,2449,20,19136,382,76,4824,366,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
